Drug1,DB_ID1,Drug2,DB_ID2,Cell.line,ZIP,Bliss,Loewe,HSA,ZIPclassification,blissclassification,loeweclassification,hsaclassification,synthetic,classification
MITOTANE,DB00648,FULVESTRANT,DB00947,SF-295,-1.57,-4.68,-6.91,-6.37,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,METHOTREXATE,DB00563,CAKI-1,-1.43,-2.95,-21.18,-1.75,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,FULVESTRANT,DB00947,HT29,2.67,7.87,11.45,10.48,1,1,1,1,4,synergy
TRETINOIN,DB00755,IMATINIB,DB00619,HL-60(TB),-7.36,-2.58,-12.62,-5.02,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,BORTEZOMIB,DB00188,CAKI-1,-3.91,-1.78,-11.82,-5.75,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MERCAPTOPURINE,DB01033,KM12,-9.62,-2.34,-2.03,-2.56,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,DASATINIB,DB01254,SNB-19,-5.06,-4.28,-2.9,-2.74,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,MITOTANE,DB00648,NCIH23,1.21,4.6,4.09,2.4,1,1,1,1,4,synergy
IMATINIB,DB00619,ROMIDEPSIN,DB06176,UO-31,6.27,3.76,0.98,1.18,1,1,1,1,4,synergy
TRETINOIN,DB00755,MITOTANE,DB00648,SNB-19,0.34,2.16,0.54,0.53,1,1,1,1,4,synergy
TRETINOIN,DB00755,MITOTANE,DB00648,NCIH23,2.69,6.46,2.88,2.14,1,1,1,1,4,synergy
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,MALME-3M,-1.93,-3.2,-0.57,-0.7,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MITOTANE,DB00648,UO-31,-1.22,-0.27,-3.79,-4.24,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MEGESTROL ACETATE,DB00351,MOLT-4,10.76,9.85,13.91,13.89,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,HT29,-9.75,-9.19,-34.7,-9.88,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,BORTEZOMIB,DB00188,SN12C,-6.53,-0.99,-15.02,-1.31,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,BORTEZOMIB,DB00188,K-562,6.22,6.71,4.36,5.75,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,ARSENIC TRIOXIDE,DB01169,SF-539,-6.44,-7.43,-19.16,-5.66,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,UACC-257,-8.62,-7.19,-12.15,-5.02,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,KM12,-9.91,-7.39,-11.81,-4.73,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,FULVESTRANT,DB00947,EKVX,-1.61,-0.78,-1.32,-1.32,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,MERCAPTOPURINE,DB01033,HCT116,-2.79,-3.68,-3.87,-2.48,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,METHOTREXATE,DB00563,A549,0.03,0.14,0.12,2.36,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,MITOTANE,DB00648,DU-145,-3.18,-0.09,-7.02,-0.2,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,METHOTREXATE,DB00563,CCRF-CEM,-2.21,-3.2,-14.11,-0.22,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,DACARBAZINE,DB00851,MDA-MB-468,-0.11,-2.44,-3.67,-3.59,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,SF-268,-4.31,-4.2,-1.17,-0.76,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,ARSENIC TRIOXIDE,DB01169,LOX IMVI,5.85,3.83,4.68,5.5,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,MITOTANE,DB00648,CCRF-CEM,-5.01,-0.44,-23.44,-3.86,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,LENALIDOMIDE,DB00480,MDA-MB-468,-2.44,-2.9,-1.97,-1.97,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,DASATINIB,DB01254,SF-295,-5.02,-3.86,-6.21,-0.09,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,ARSENIC TRIOXIDE,DB01169,SW-620,-1.89,-3.11,-22.19,-2.1,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,DACARBAZINE,DB00851,EKVX,-1.57,-6.19,-6.02,-6.58,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,IMATINIB,DB00619,DU-145,-2.91,-6.25,-48.52,-9.98,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,FULVESTRANT,DB00947,ACHN,0.82,4.52,1.18,1.18,1,1,1,1,4,synergy
RALOXIFENE,DB00481,MITOTANE,DB00648,MDA-MB-468,-2.57,-0.49,-0.63,-0.63,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,THALIDOMIDE,DB01041,HCT-15,2.66,6.8,3.13,1.97,1,1,1,1,4,synergy
TRETINOIN,DB00755,FULVESTRANT,DB00947,BT-549,3.12,3.65,2.5,1.62,1,1,1,1,4,synergy
TRETINOIN,DB00755,BORTEZOMIB,DB00188,IGROV1,-0.61,-4.63,-53.98,-7.4,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,THALIDOMIDE,DB01041,RPMI-8226,-6.32,-12.94,-37.91,-14.95,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,MCF7,-10.57,-3.25,-15.88,-4.25,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,DASATINIB,DB01254,M14,-4.97,-3.03,-0.86,-0.43,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,TRETINOIN,DB00755,K-562,-3.08,-3.49,-0.28,-0.28,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MERCAPTOPURINE,DB01033,SF-539,5.21,6.88,5.29,5.03,1,1,1,1,4,synergy
MERCAPTOPURINE,DB01033,THALIDOMIDE,DB01041,OVCAR-4,-0.78,-4.78,-43.38,-4.63,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,ARSENIC TRIOXIDE,DB01169,SW-620,-1.91,-1.95,-2.17,-0.75,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ARSENIC TRIOXIDE,DB01169,PC-3,-4.8,-5.76,-27.21,-2.26,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,BORTEZOMIB,DB00188,NCI-H522,-3.62,-2.09,-2.09,-2.09,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,MERCAPTOPURINE,DB01033,SW-620,-3.23,-0.7,-28.11,-7.78,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ARSENIC TRIOXIDE,DB01169,COLO 205,-0.65,-0.66,-32.78,-3.13,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MITOTANE,DB00648,RXF 393,-0.8,-1.39,-54.25,-2.75,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,MITOTANE,DB00648,SK-MEL-28,2.41,6.36,3.02,2.89,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,METHOTREXATE,DB00563,786-0,-3.89,-2.74,-3.17,-1.64,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,ARSENIC TRIOXIDE,DB01169,UACC-257,-4.76,-2.78,-4.58,-2.34,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,EKVX,-1.74,-0.16,-4.23,-0.48,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,THALIDOMIDE,DB01041,SF-539,-3.49,-4.85,-3.27,-3.15,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,THALIDOMIDE,DB01041,HL-60(TB),4.02,4.98,3.59,1.08,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,ROMIDEPSIN,DB06176,SF-539,1.17,9.82,0.47,6.11,1,1,1,1,4,synergy
DASATINIB,DB01254,FULVESTRANT,DB00947,SF-539,3.63,13.81,9.88,8.51,1,1,1,1,4,synergy
RALOXIFENE,DB00481,MITOTANE,DB00648,HCC-2998,8.33,12.64,10.1,8.88,1,1,1,1,4,synergy
TRETINOIN,DB00755,IMATINIB,DB00619,SN12C,-6.36,-4.56,-3.16,-1.91,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ARSENIC TRIOXIDE,DB01169,TK-10,-8.07,-1.56,-33.72,-2.33,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,THALIDOMIDE,DB01041,HOP-62,-3.17,-5.6,-28.65,-7.37,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,CARBOPLATIN,DB00958,HL-60(TB),-2.41,-1.65,-7.62,-4.24,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,MITOTANE,DB00648,HCT116,-1.59,-3.53,-32.89,-4.84,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,MITOTANE,DB00648,UO-31,0.4,3.07,1.91,2.06,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,DASATINIB,DB01254,NCI-H522,-4.33,-4.45,-1.51,-1.29,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,MITOTANE,DB00648,RPMI-8226,-0.87,-4.46,-34.83,-4.72,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,MITOTANE,DB00648,HL-60(TB),0.4,4.8,5.68,5.68,1,1,1,1,4,synergy
MERCAPTOPURINE,DB01033,ARSENIC TRIOXIDE,DB01169,A549,-5.46,-2.56,-5.16,-0.98,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,FULVESTRANT,DB00947,SF-295,-1.19,-0.42,-2.7,-0.36,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MEGESTROL ACETATE,DB00351,HCT-15,-1.29,-4.14,-3.21,-4.42,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,TRETINOIN,DB00755,SF-295,-0.29,-3.54,-4.92,-4.97,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,METHOTREXATE,DB00563,M14,-8.99,-3.06,-19.72,-2.21,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,IMATINIB,DB00619,OVCAR-4,-1.35,-0.96,-1.82,-0.88,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,METHOTREXATE,DB00563,OVCAR3,-6.12,-3.54,-33.4,-6.12,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,DASATINIB,DB01254,SK-MEL-28,-3.59,-6.48,-26.47,-7.03,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,BORTEZOMIB,DB00188,RXF 393,-3.29,-2.94,-2.14,-0.91,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,BORTEZOMIB,DB00188,K-562,3,13.33,15.97,9.41,1,1,1,1,4,synergy
FULVESTRANT,DB00947,THALIDOMIDE,DB01041,HS 578T,-0.31,-2.87,-2,-4.27,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,DASATINIB,DB01254,HCC-2998,4.18,4.27,0.16,0.08,1,1,1,1,4,synergy
RALOXIFENE,DB00481,RUXOLITINIB,DB08877,ACHN,3.25,4.89,2.64,0.88,1,1,1,1,4,synergy
RALOXIFENE,DB00481,THALIDOMIDE,DB01041,HCT116,-0.99,-0.81,-2.45,-2.28,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,MERCAPTOPURINE,DB01033,HCT-15,-11.28,-5.76,-8.04,-1.6,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,ARSENIC TRIOXIDE,DB01169,NCIH23,-6.19,-4.18,-3.89,-1.08,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,TRETINOIN,DB00755,TK-10,-0.07,-3.45,-36.29,-7.09,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,FULVESTRANT,DB00947,RXF 393,9.03,9.05,3.83,3.51,1,1,1,1,4,synergy
RALOXIFENE,DB00481,TRETINOIN,DB00755,SR,-1.27,-8.57,-9.43,-10.67,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,IMATINIB,DB00619,SN12C,-6.61,-8.59,-7.48,-5.94,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,MITOTANE,DB00648,OVCAR-4,-1.35,-1.99,-5.31,-2.32,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,METHOTREXATE,DB00563,KM12,-14.73,-17.39,-5.45,-5.32,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MITOTANE,DB00648,HCC-2998,-1.09,-4.61,-35.17,-5.05,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,CARBOPLATIN,DB00958,SNB-19,-0.99,-4.19,-10.3,-7.75,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,DASATINIB,DB01254,SR,7.14,11.9,14.05,13.24,1,1,1,1,4,synergy
MITOTANE,DB00648,FULVESTRANT,DB00947,HT29,-1.86,-3.96,-4.24,-4.34,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,THALIDOMIDE,DB01041,HT29,-3.81,-4.17,-3.34,-3.42,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,NCIH23,-8.3,-4.86,-3.45,-3.27,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,THALIDOMIDE,DB01041,SR,-2.82,-7.57,-9.16,-8.1,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,MERCAPTOPURINE,DB01033,MDA-MB-468,-2.59,-2.26,-31.93,-1.8,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,IMATINIB,DB00619,U251,-7.76,-11.71,-22.73,-6.65,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,ARSENIC TRIOXIDE,DB01169,MDA-MB-468,-3.38,0,-8.41,-0.34,-1,0,-1,-1,-3,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,SN12C,-5.53,-6.56,-10.83,-6.47,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,BORTEZOMIB,DB00188,NCI-H460,-0.56,-1.81,-36.52,-5.26,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,FULVESTRANT,DB00947,SNB-19,-1.08,-2.54,-5.59,-4.49,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,RUXOLITINIB,DB08877,PC-3,2.29,3.09,0.85,0.61,1,1,1,1,4,synergy
METHOTREXATE,DB00563,CARBOPLATIN,DB00958,OVCAR-5,-6.97,-7.75,-42.68,-4.9,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,TRETINOIN,DB00755,HL-60(TB),4.45,3.61,4.32,9.16,1,1,1,1,4,synergy
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,OVCAR-8,-1.38,-1.09,-1.53,-1.03,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,CARBOPLATIN,DB00958,786-0,1.32,3.72,2.96,3.02,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,METHOTREXATE,DB00563,MDA-MB-231,-4.65,-3.3,-5.25,-2.15,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,THALIDOMIDE,DB01041,SW-620,1.15,4.12,3.77,5.81,1,1,1,1,4,synergy
FULVESTRANT,DB00947,THALIDOMIDE,DB01041,UACC62,-0.97,-2.27,-3,-3,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,ARSENIC TRIOXIDE,DB01169,CAKI-1,-5.38,-2.78,-14.33,-3.9,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,BORTEZOMIB,DB00188,NCIH23,-1.16,-5.91,-38.19,-5.93,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,SF-268,-8.77,-4.54,-13.99,-2.24,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,METHOTREXATE,DB00563,A549,5.65,3.89,1.55,1.55,1,1,1,1,4,synergy
IMATINIB,DB00619,THALIDOMIDE,DB01041,MCF7,-0.32,-3.79,-5.86,-5.86,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,METHOTREXATE,DB00563,K-562,0,0.83,3.17,3.18,0,1,1,1,3,synergy
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,DU-145,3.23,3.29,0.19,0.54,1,1,1,1,4,synergy
DASATINIB,DB01254,METHOTREXATE,DB00563,A549,-2.35,-1.64,-8.63,-3.17,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,IMATINIB,DB00619,CCRF-CEM,24.13,24.64,18.61,17.2,1,1,1,1,4,synergy
TRETINOIN,DB00755,ARSENIC TRIOXIDE,DB01169,DU-145,-7.03,-8.52,-21.12,-4,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,BORTEZOMIB,DB00188,OVCAR-4,-2.6,-1.61,-1.17,-1.18,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,U251,-11.52,-3.43,-13.64,-2.61,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,CARBOPLATIN,DB00958,HCT116,-3.75,-11.4,-24.61,-9.66,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,THALIDOMIDE,DB01041,HT29,-0.33,-0.6,-2.04,-2.35,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,DASATINIB,DB01254,SN12C,-2.09,-1.51,-21.86,-0.8,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,MOLT-4,-7.52,-15.38,-21.3,-16.24,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,IMATINIB,DB00619,CCRF-CEM,2.49,3.28,2.04,4.15,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,FULVESTRANT,DB00947,HOP-92,-5.01,-2.39,-2.78,-1.64,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,HT29,-1.06,-4.49,-16.45,-7.95,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,BORTEZOMIB,DB00188,UO-31,-4.65,-3.03,-6.51,-2.31,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,MERCAPTOPURINE,DB01033,SNB-75,-10.56,-0.59,-11.95,-0.09,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,MDA-MB-435,-1.87,-3.48,-3.13,-3.28,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,TRETINOIN,DB00755,MDA-MB-468,-6.73,-11.14,-36.55,-7.84,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,CCRF-CEM,-4.93,-3.9,-4.35,-2.72,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,TK-10,-7.2,-3.88,-15.13,-7.38,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,FULVESTRANT,DB00947,NCI-H460,-6.31,-2.22,-4.5,-1.89,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,CARBOPLATIN,DB00958,IGROV1,-6.23,-3.61,-14.41,-8.4,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,THALIDOMIDE,DB01041,LOX IMVI,2.36,0.27,1,1.37,1,1,1,1,4,synergy
TRETINOIN,DB00755,FULVESTRANT,DB00947,SW-620,-3.06,-1,-0.7,-0.7,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,THALIDOMIDE,DB01041,SK-OV-3,-7.68,-1.58,-65.09,-4.89,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,CARBOPLATIN,DB00958,M14,-6.81,-7.43,-11.51,-7.4,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MITOTANE,DB00648,HS 578T,4.43,8.25,0.73,0.09,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,ARSENIC TRIOXIDE,DB01169,IGROV1,-6.01,-3.84,-8.3,-2.29,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,METHOTREXATE,DB00563,ACHN,-2.24,-2.88,-0.27,-0.11,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,MERCAPTOPURINE,DB01033,OVCAR-8,-9.5,-1.86,-22.06,-0.74,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,UACC62,-4.56,-2.95,-20.16,-1.91,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,IMATINIB,DB00619,LOX IMVI,-4.69,-4.18,-11.46,-7.35,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,ARSENIC TRIOXIDE,DB01169,HT29,-4.8,-3.41,-23,-2.63,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,THALIDOMIDE,DB01041,HOP-92,-3.07,-3.41,-6.14,-5.09,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,BORTEZOMIB,DB00188,OVCAR-5,-6.24,-3.28,-7.48,-3.57,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,THALIDOMIDE,DB01041,IGROV1,1.87,5.53,4.55,3.77,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,MITOTANE,DB00648,NCI\\/ADR-RES,-1.6,-2.68,-8.08,-4.05,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,IMATINIB,DB00619,NCI-H322M,-3.06,-3.5,-4.93,-3.63,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MITOTANE,DB00648,SF-539,-1.78,-2.17,-0.94,-1.29,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,METHOTREXATE,DB00563,HT29,-3.66,-8.59,-12.78,-9.5,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,MERCAPTOPURINE,DB01033,T-47D,-2.79,-0.32,-5.76,-4.34,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,RXF 393,-3.77,-7.39,-13.97,-9,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,METHOTREXATE,DB00563,RXF 393,-2.99,-3.64,-1.5,-2.05,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,MITOTANE,DB00648,HOP-92,-0.88,-0.92,-10.03,-3.27,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,ARSENIC TRIOXIDE,DB01169,SF-268,-2.79,-2.31,-23.37,-1.11,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,DASATINIB,DB01254,U251,-4.7,-3.4,-1.27,-1.12,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,THALIDOMIDE,DB01041,MDA-MB-435,-1.97,-1.37,-3.26,-3.26,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,MITOTANE,DB00648,MCF7,-1.05,-2.01,-5.27,-3.28,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,A498,-4.35,-3.28,-15.18,-3.81,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,DACARBAZINE,DB00851,MCF7,-4.68,-2.81,-8.23,-3.82,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MITOTANE,DB00648,NCI-H460,-0.84,-0.71,-3.18,-1.22,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,IMATINIB,DB00619,T-47D,1.34,10.57,0.61,0.61,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,IMATINIB,DB00619,IGROV1,-3.34,-1.4,-3.26,-1.42,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,CARBOPLATIN,DB00958,RXF 393,2.55,3.65,4.08,4.48,1,1,1,1,4,synergy
DASATINIB,DB01254,THALIDOMIDE,DB01041,BT-549,-3.62,-2.2,-3.4,-2.3,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,CARBOPLATIN,DB00958,SNB-75,-4.17,-1.12,-0.84,-1.42,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MEGESTROL ACETATE,DB00351,CCRF-CEM,8.33,14.23,11.32,9.87,1,1,1,1,4,synergy
RALOXIFENE,DB00481,ARSENIC TRIOXIDE,DB01169,786-0,-3.98,-3.71,-40.88,-7.21,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,TRETINOIN,DB00755,OVCAR-5,-3.37,-4.74,-28.74,-5.64,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,BORTEZOMIB,DB00188,RPMI-8226,-0.56,-7.67,-33.07,-6.32,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,ARSENIC TRIOXIDE,DB01169,M14,-9.16,-2.32,-9.72,-2.82,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,THALIDOMIDE,DB01041,HS 578T,1.64,5,4.45,2.21,1,1,1,1,4,synergy
RALOXIFENE,DB00481,LENALIDOMIDE,DB00480,NCI-H460,-1.46,-3.75,-3.75,-3.81,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,MERCAPTOPURINE,DB01033,OVCAR3,-3.88,-6.81,-15.59,-5.11,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,THALIDOMIDE,DB01041,OVCAR-5,-0.16,-1.03,-1.14,-1.3,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,FULVESTRANT,DB00947,SK-OV-3,1.94,6.01,0.06,2.81,1,1,1,1,4,synergy
MITOTANE,DB00648,ARSENIC TRIOXIDE,DB01169,MCF7,-7.15,-3.17,-23.58,-4.76,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,METHOTREXATE,DB00563,IGROV1,-8.75,-5.73,-8.96,-2.34,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,HCT-15,-1.34,-3.58,-19.31,-6,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,THALIDOMIDE,DB01041,OVCAR-5,1.21,3.47,1.2,1.07,1,1,1,1,4,synergy
DACARBAZINE,DB00851,METHOTREXATE,DB00563,NCIH23,-5.48,-4.12,-13.27,-2.74,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,THALIDOMIDE,DB01041,UACC-257,-0.25,-0.12,-1.22,-1.3,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,NCI\\/ADR-RES,-10.05,-12.11,-14.3,-11.23,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,THALIDOMIDE,DB01041,HT29,0.14,2.67,1.57,1.41,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,ARSENIC TRIOXIDE,DB01169,BT-549,-1.95,-1.41,-6.55,-1.27,-1,-1,-1,-1,-4,antagonism
